#interval	max_mem_used_MB	min_mem_available_MB	max_disk_space_used_GB	max_mem_utilization_percent	max_disk_space_utilization_percent	max_cpu_utilization_percent
291	474.359375	490.09765625	125.261852264404	49.1840859291781	60.6359798652455	83.0
292	474.609375	489.84765625	125.394618988037	49.2100072498694	60.7002487566553	-
293	493.09375	471.36328125	125.564338684082	51.1265648984816	60.7824056135601	-
294	474.67578125	489.78125	125.751895904541	49.216892600678	60.8731971485545	-
295	474.8515625	489.60546875	125.875995635986	49.2351185292891	60.9332705761877	-
296	492.59375	471.86328125	126.03343963623	51.074722257099	61.0094850904722	83.0
297	474.578125	489.87890625	126.178070068359	49.206767084783	61.0794968922453	-
298	474.45703125	490.0	126.316967010498	49.1942114450731	61.1467332617753	-
299	474.17578125	490.28125	126.486785888672	49.1650499592954	61.2289381301494	-
300	474.5703125	489.88671875	126.633190155029	49.2059570435114	61.2998085985845	-
301	492.72265625	471.734375	126.766170501709	51.0880879380804	61.3641808993128	83.0
302	493.03125	471.42578125	126.902362823486	51.1200845683088	61.4301080330076	-
303	492.40234375	472.0546875	127.031463623047	51.0548762459447	61.4926023466492	-
304	492.85546875	471.6015625	127.205226898193	51.1018586396977	61.5767165942244	-
305	474.4453125	490.01171875	127.358299255371	49.1929963831657	61.6508149106709	-
306	474.4921875	489.96484375	127.524753570557	49.1978566307953	61.7313910822795	83.0
307	474.47265625	489.984375	127.672367095947	49.1958315276163	61.8028469213209	-
308	474.6875	489.76953125	127.8444480896	49.2181076625854	61.8861468205134	-
309	474.54296875	489.9140625	127.969329833984	49.2031218990608	61.9465988001158	-
310	493.05078125	471.40625	128.096309661865	51.1221096714878	62.0080664069529	-
311	492.78515625	471.671875	128.251354217529	51.0945682682533	62.083119413	83.0
312	474.4921875	489.96484375	128.427845001221	49.1978566307953	62.1685539759803	-
313	474.62109375	489.8359375	128.575904846191	49.2112223117768	62.2402258666333	-
314	474.609375	489.84765625	128.779750823975	49.2100072498694	62.3389023621587	-
315	492.5703125	471.88671875	128.911170959473	51.0722921332842	62.4025194055434	-
316	493.01171875	471.4453125	129.039981842041	51.1180594651297	62.4648733779671	83.0
317	492.83984375	471.6171875	129.176681518555	51.1002385571545	62.5310461087932	-
318	492.796875	471.66015625	129.337734222412	51.0957833301607	62.6090075019213	-
319	493.0	471.45703125	129.469390869141	51.1168444032223	62.6727390341943	-
320	492.78515625	471.671875	129.614406585693	51.0945682682533	62.7429373420596	-
321	492.65625	471.80078125	129.770977020264	51.0812025872718	62.8187289860955	83.0
322	492.90234375	471.5546875	129.92223739624	51.1067188873273	62.8919501699301	-
323	474.30078125	490.15625	130.100811004639	49.1780106196411	62.9783929737652	-
324	474.30078125	490.15625	130.241352081299	49.1780106196411	63.0464252257282	-
325	474.421875	490.03515625	130.398769378662	49.1905662593509	63.1226268138479	-
326	493.34375	471.11328125	130.495861053467	51.1524862191729	63.1696263490784	83.0
327	474.40234375	490.0546875	130.68920135498	49.1885411561719	63.2632173220506	-
328	474.578125	489.87890625	130.834941864014	49.206767084783	63.3337664829606	-
329	474.2421875	490.21484375	130.96068572998	49.171935310104	63.3946357930268	-
330	493.24609375	471.2109375	131.097927093506	51.1423607032778	63.4610707403389	-
331	494.7734375	469.68359375	131.277523040771	51.3007237718762	63.5480084316265	83.0
332	474.9765625	489.48046875	131.454429626465	49.2480791896347	63.6336442734588	-
333	474.265625	490.19140625	131.584167480469	49.1743654339189	63.6964469684607	-
334	492.62109375	471.8359375	131.702590942383	51.0775574015496	63.7537726627754	-
335	493.5078125	470.94921875	131.856941223145	51.1694970858765	63.8284895885375	-
336	492.60546875	471.8515625	132.025791168213	51.0759373190064	63.9102254217886	83.0
337	474.28125	490.17578125	132.151950836182	49.1759855164621	63.9712960107067	-
338	492.83984375	471.6171875	132.281890869141	51.1002385571545	64.0341965752422	-
339	492.87109375	471.5859375	132.429752349854	51.1034787222409	64.1057724429567	-
340	474.63671875	489.8203125	132.61653137207	49.21284239432	64.1961872725768	-
341	492.609375	471.84765625	132.731159210205	51.0763423396422	64.2516756048942	82.0
342	492.6796875	471.77734375	132.884952545166	51.0836327110866	64.3261229277904	-
343	474.23828125	490.21875	133.055313110352	49.1715302894683	64.4085900126505	-
344	474.18359375	490.2734375	133.179466247559	49.165860000567	64.4686892926132	-
345	474.36328125	490.09375	133.348052978516	49.1844909498139	64.5502977108113	-
346	474.375	490.08203125	133.483791351318	49.1857060117213	64.6160050997044	83.0
347	474.35546875	490.1015625	133.625793457031	49.1836809085423	64.6847445975417	-
348	474.33984375	490.1171875	133.750400543213	49.1820608259991	64.7450636223062	-
349	492.83984375	471.6171875	133.869869232178	51.1002385571545	64.8028952836432	-
350	492.640625	471.81640625	134.024589538574	51.0795825047286	64.8777913291176	-
351	493.37109375	471.0859375	134.156761169434	51.1553213636235	64.9417721517117	83.0
352	474.08984375	490.3671875	134.345138549805	49.1561395053078	65.0329607046252	-
353	492.4140625	472.04296875	134.461696624756	51.0560913078521	65.0893834139984	-
354	492.99609375	471.4609375	134.602233886719	51.1164393825865	65.1574138193665	-
355	474.421875	490.03515625	134.771301269531	49.1905662593509	65.239254908531	-
356	474.24609375	490.2109375	134.930290222168	49.1723403307398	65.3162172937792	83.0
357	492.68359375	471.7734375	135.076705932617	51.0840377317224	65.3870933019993	-
358	474.59765625	489.859375	135.203727722168	49.208792187962	65.4485812213811	-
359	474.44140625	490.015625	135.343837738037	49.1925913625299	65.5164048081123	-
360	492.86328125	471.59375	135.482803344727	51.1026686809693	65.5836744163518	-
361	493.30078125	471.15625	135.655212402344	51.1480309921791	65.6671331227119	83.0
362	474.43359375	490.0234375	135.819793701172	49.1917813212583	65.7468026161893	-
363	492.78125	471.67578125	135.94314956665	51.0941632476175	65.8065159578029	-
364	474.4921875	489.96484375	136.114280700684	49.1978566307953	65.8893560548473	-
365	474.2578125	490.19921875	136.267112731934	49.1735553926473	65.9633380358105	-
366	474.08984375	490.3671875	136.400096893311	49.1561395053078	66.0277121831338	83.0
367	474.2734375	490.18359375	136.529647827148	49.1751754751905	66.0904243949821	-
368	474.4921875	489.96484375	136.692035675049	49.1978566307953	66.1690320963504	-
369	474.53515625	489.921875	136.824645996094	49.2023118577892	66.2332252773664	-
370	492.76171875	471.6953125	136.954372406006	51.0921381444385	66.2960224325835	-
371	474.625	489.83203125	137.125839233398	49.2116273324126	66.3790250299855	82.0
372	492.83203125	471.625	137.249641418457	51.0994285158829	66.4389544232108	-
373	492.5703125	471.88671875	137.410354614258	51.0722921332842	66.5167514693864	-
374	493.078125	471.37890625	137.561874389648	51.1249448159384	66.5900982216792	-
375	474.2890625	490.16796875	137.716373443604	49.1767955577337	66.6648871646452	-
376	492.640625	471.81640625	137.840545654297	51.0795825047286	66.7249956775828	82.0
377	493.01171875	471.4453125	137.974948883057	51.1180594651297	66.7900567582357	-
378	492.62109375	471.8359375	138.159587860107	51.0775574015496	66.8794356480765	-
379	474.265625	490.19140625	138.32494354248	49.1743654339189	66.9594800003331	-
380	492.89453125	471.5625	138.467567443848	51.1059088460557	67.0285204931509	-
381	474.23828125	490.21875	138.622997283936	49.1715302894683	67.1037600052901	82.0
382	492.69921875	471.7578125	138.752170562744	51.0856578142656	67.1662894042362	-
383	474.6484375	489.80859375	138.894557952881	49.2140574562274	67.2352154081657	-
384	474.8125	489.64453125	139.046977996826	49.2310683229311	67.3089979568719	-
385	493.359375	471.09765625	139.164981842041	51.1541063017161	67.3661205257396	-
386	496.109375	468.34765625	139.310928344727	51.4392408293203	67.4367694027781	82.0
387	494.23828125	470.21875	139.455623626709	51.2452359447714	67.5068125966658	-
388	492.93359375	471.5234375	139.602703094482	51.1099590524137	67.578009912411	-
389	474.859375	489.59765625	139.765033721924	49.2359285705607	67.6565899148548	-
390	474.484375	489.97265625	139.90926361084	49.1970465895237	67.7264078241559	-
391	474.49609375	489.9609375	140.042869567871	49.1982616514311	67.7910829664595	82.0
392	474.78515625	489.671875	140.17992401123	49.2282331784804	67.857427430618	-
393	492.69921875	471.7578125	140.334217071533	51.0856578142656	67.9321166574555	-
394	493.80859375	470.6484375	140.481830596924	51.2006836748332	68.0035724964969	-
395	494.734375	469.72265625	140.594005584717	51.2966735655182	68.0578734682472	-
396	493.734375	470.72265625	140.78092956543	51.192988282753	68.1483584684762	82.0
397	510.453125	454.00390625	140.924365997314	52.926476603983	68.2177922860231	-
398	492.26953125	472.1875	141.06965637207	51.0411055443275	68.2881235487264	-
399	510.39453125	454.0625	141.213806152344	52.920401294446	68.357902679533	-
400	510.6875	453.76953125	141.348392486572	52.9507778421311	68.4230523967446	-
401	492.22265625	472.234375	141.505218505859	51.0362452966979	68.4989677626436	82.0
402	510.2421875	454.21484375	141.624454498291	52.9046054896497	68.5566867816872	-
403	510.34765625	454.109375	141.771980285645	52.9155410468163	68.6281001490442	-
404	510.16015625	454.296875	141.936798095703	52.8961000562979	68.7078841314098	-
405	492.34375	472.11328125	142.090763092041	51.0488009364077	68.7824145510797	-
406	510.16015625	454.296875	142.238552093506	52.8961000562979	68.8539553334898	82.0
407	510.546875	453.91015625	142.355690002441	52.9361970992422	68.9106587252988	-
408	492.2734375	472.18359375	142.517753601074	51.0415105649633	68.9891094660945	-
409	510.421875	454.03515625	142.634330749512	52.9232364388966	69.0455414084427	-
410	492.203125	472.25390625	142.816898345947	51.0342201935189	69.1339175972136	-
411	510.19921875	454.2578125	142.969573974609	52.9001502626559	69.2078238677829	82.0
412	492.03125	472.42578125	143.135818481445	51.0163992855436	69.2882984766681	-
413	510.67578125	453.78125	143.270763397217	52.9495627802237	69.353621773807	-
414	510.5	453.95703125	143.418029785156	52.9313368516126	69.4249095727059	-
415	510.5	453.95703125	143.586891174316	52.9313368516126	69.5066509457419	-
416	510.6796875	453.77734375	143.740776062012	52.9499678008595	69.5811425869174	83.0
417	506.546875	457.91015625	143.889232635498	52.5214559681816	69.6530065234476	-
418	512.04296875	452.4140625	144.045734405518	53.0913200027541	69.728764928774	-
419	493.71875	470.73828125	144.191204071045	51.1913682002098	69.799182981441	-
420	512.0859375	452.37109375	144.3039894104	53.095775229748	69.8537794083868	-
421	493.9296875	470.52734375	144.485534667969	51.2132393145431	69.9416607097052	82.0
422	512.1484375	452.30859375	144.617580413818	53.1022555599208	70.0055805946653	-
423	493.44921875	471.0078125	144.775394439697	51.1634217763395	70.081974228662	-
424	494.03125	470.42578125	144.940715789795	51.2237698510739	70.162001961564	-
425	494.05859375	470.3984375	145.074169158936	51.2266049955245	70.2266032400688	-
426	512.9296875	451.52734375	145.191902160645	53.1832596870811	70.2835947006935	83.0
427	512.33984375	452.1171875	145.340335845947	53.122101571075	70.3554475576538	-
428	512.84375	451.61328125	145.522048950195	53.1743492330934	70.4434101091509	-
429	512.4609375	451.99609375	145.658535003662	53.1346572107849	70.5094794306586	-
430	511.8984375	452.55859375	145.840370178223	53.0763342392295	70.5975010731948	-
431	493.5703125	470.88671875	145.999656677246	51.1759774160493	70.6746074928509	82.0
432	493.77734375	470.6796875	146.157108306885	51.1974435097468	70.7508257003253	-
433	493.74609375	470.7109375	146.326679229736	51.1942033446604	70.8329105400262	-
434	511.94140625	452.515625	146.460163116455	53.0807894662233	70.8975265912908	-
435	511.83203125	452.625	146.626914978027	53.0694488884209	70.9782467973072	-
436	493.88671875	470.5703125	146.795680999756	51.2087840875493	71.059942005469	82.0
437	512.2421875	452.21484375	146.928436279297	53.11197605518	71.1242053570939	-
438	493.8828125	470.57421875	147.096267700195	51.2083790669135	71.2054481494875	-
439	493.69921875	470.7578125	147.244316101074	51.1893430970308	71.2771145003556	-
440	494.046875	470.41015625	147.383773803711	51.2253899336171	71.3446223193466	-
441	512.109375	452.34765625	147.531856536865	53.0982053535628	71.4163052895695	82.0
442	493.9296875	470.52734375	147.671882629395	51.2132393145431	71.4840882512112	-
443	511.68359375	452.7734375	147.840133666992	53.0540581042604	71.5655341690517	-
444	511.98046875	452.4765625	148.01416015625	53.0848396725813	71.6497758316801	-
445	512.43359375	452.0234375	148.127868652344	53.1318220663343	71.7048191346092	-
446	494.05078125	470.40625	148.304119110107	51.2257949542529	71.7901373621062	83.0
447	512.03515625	452.421875	148.435443878174	53.0905099614825	71.8537082406166	-
448	512.08203125	452.375	148.615291595459	53.0953702091122	71.9407678071723	-
449	512.25390625	452.203125	148.770801544189	53.1131911170874	72.016046097806	-
450	493.8203125	470.63671875	148.953617095947	51.2018987367406	72.1045423152501	-
451	493.9609375	470.49609375	149.120273590088	51.2164794796295	72.1852163563922	82.0
452	512.1640625	452.29296875	149.259250640869	53.103875642464	72.2524915044167	-
453	512.08984375	452.3671875	149.398662567139	53.0961802503838	72.3199771642679	-
454	512.08203125	452.375	149.520153045654	53.0953702091122	72.3787875209402	-
455	493.5703125	470.88671875	149.704750061035	51.1759774160493	72.4681460982362	-
456	493.97265625	470.484375	149.842906951904	51.2176945415369	72.5350242283417	82.0
457	493.56640625	470.890625	150.014114379883	51.1755723954135	72.6179012572856	-
458	512.05078125	452.40625	150.1350440979	53.0921300440257	72.6764401644969	-
459	512.30859375	452.1484375	150.303600311279	53.1188614059886	72.7580338099352	-
460	493.61328125	470.84375	150.452217102051	51.1804326430432	72.8299753034542	-
461	512.06640625	452.390625	150.600650787354	53.0937501265689	72.9018281604145	83.0
462	493.62890625	470.828125	150.773330688477	51.1820527255864	72.9854179750177	-
463	512.10546875	452.3515625	150.891929626465	53.097800332927	73.042828612701	-
464	512.203125	452.25390625	151.037693023682	53.107925848822	73.1133888531809	-
465	493.6953125	470.76171875	151.198516845703	51.188938076395	73.1912394506107	-
466	511.94140625	452.515625	151.340438842773	53.0807894662233	73.2599401699536	82.0
467	494.12890625	470.328125	151.477226257324	51.2338953669689	73.326155372464	-
468	493.625	470.83203125	151.620727539062	51.1816477049506	73.3956205821254	-
469	493.5625	470.89453125	151.76037979126	51.1751673747777	73.4632225774599	-
470	493.25	471.20703125	151.935596466064	51.1427657239136	73.5480403777195	-
471	493.99609375	470.4609375	152.045692443848	51.2201246653517	73.60133495521	82.0
472	493.8203125	470.63671875	152.21142578125	51.2018987367406	73.6815621203689	-
473	493.68359375	470.7734375	152.359222412109	51.1877230144876	73.7531065959689	-
474	493.96484375	470.4921875	152.527755737305	51.2168845002653	73.8346891618374	-
475	512.0390625	452.41796875	152.679431915283	53.0909149821183	73.908111624524	-
476	512.43359375	452.0234375	152.833000183105	53.1318220663343	73.9824499983168	82.0
477	493.578125	470.87890625	153.02172088623	51.1767874573209	74.0738047447778	-
478	493.86328125	470.59375	153.159427642822	51.2063539637345	74.1404649766765	-
479	511.9453125	452.51171875	153.28736114502	53.0811944868591	74.2023942322566	-
480	512.2421875	452.21484375	153.446022033691	53.11197605518	74.2791978103372	-
481	511.9375	452.51953125	153.61674118042	53.0803844455875	74.3618384751247	82.0
482	511.79296875	452.6640625	153.787483215332	53.0653986820628	74.444490219482	-
483	513.59765625	450.859375	153.918224334717	53.2525182158031	74.5077785689617	-
484	493.8359375	470.62109375	154.099311828613	51.2035188192838	74.5954382788834	-
485	493.84375	470.61328125	154.245010375977	51.2043288605554	74.6659671272487	-
486	512.0625	452.39453125	154.353309631348	53.0933451059331	74.7183919585073	82.0
487	512.546875	451.91015625	154.502265930176	53.1435676647725	74.7904977989788	-
488	493.61328125	470.84375	154.690704345703	51.1804326430432	74.8817158974118	-
489	493.6015625	470.85546875	154.874584197998	51.1792175811358	74.9707273148531	-
490	493.94921875	470.5078125	155.040832519531	51.2152644177221	75.0512037703333	-
491	512.484375	451.97265625	155.167083740234	53.1370873345997	75.1123186775307	82.0
492	494.390625	470.06640625	155.334274291992	51.2610317495676	75.193251241969	-
493	494.0859375	470.37109375	155.478973388672	51.2294401399751	75.2632962824516	-
494	512.10546875	452.3515625	155.607086181641	53.097800332927	75.3253123279954	-
495	512.33984375	452.1171875	155.748481750488	53.122101571075	75.3937582172322	-
496	512.125	452.33203125	155.9169921875	53.099825436106	75.4753297035308	82.0
497	493.49609375	470.9609375	156.128810882568	51.1682820239691	75.577865582548	-
498	493.62890625	470.828125	156.294368743896	51.1820527255864	75.6580078043382	-
499	493.5	470.95703125	156.458984375	51.1686870446049	75.7376939171703	-
500	493.75	470.70703125	156.589622497559	51.1946083652962	75.8009324085857	-
501	493.75390625	470.703125	156.745712280273	51.195013385932	75.876491381655	82.0
502	512.02734375	452.4296875	156.881782531738	53.0896999202109	75.9423594243107	-
503	512.09375	452.36328125	157.003406524658	53.0965852710196	76.001234411807	-
504	493.7265625	470.73046875	157.224704742432	51.1921782414814	76.1083590793298	-
505	512.03125	452.42578125	157.337554931641	53.0901049408467	76.1629868983902	-
506	493.85546875	470.6015625	157.531978607178	51.2055439224629	76.2571023043345	82.0
507	512.00390625	452.453125	157.657028198242	53.0872697963961	76.3176355341157	-
508	493.83984375	470.6171875	157.808864593506	51.2039238399196	76.3911355537912	-
509	493.6015625	470.85546875	157.994636535645	51.1792175811358	76.4810628823386	-
510	493.9296875	470.52734375	158.139175415039	51.2132393145431	76.5510303658324	-
511	512.140625	452.31640625	158.279693603516	53.1014455186492	76.6190515382256	83.0
512	493.625	470.83203125	158.454235076904	51.1816477049506	76.7035424911752	-
513	512.1953125	452.26171875	158.565773010254	53.1071158075504	76.7575350815651	-
514	512.18359375	452.2734375	158.714004516602	53.105900745643	76.8292900689919	-
515	512.078125	452.37890625	158.85986328125	53.0949651884764	76.8998964743461	-
516	493.4765625	470.98046875	159.021778106689	51.1662569207901	76.9782751979379	82.0
517	493.6953125	470.76171875	159.168571472168	51.188938076395	77.0493340190602	-
518	512.9609375	451.49609375	159.303016662598	53.1864998521675	77.1144154122578	-
519	493.609375	470.84765625	159.444366455078	51.1800276224074	77.1828391423549	-
520	494.0546875	470.40234375	159.600254058838	51.2261999748887	77.2583002458907	-
521	512.1171875	452.33984375	159.725357055664	53.0990153948344	77.3188593280016	82.0
522	494.1171875	470.33984375	159.902408599854	51.2326803050615	77.4045653404428	-
523	512.20703125	452.25	160.035930633545	53.1083308694578	77.4691998576571	-
524	493.94921875	470.5078125	160.1982421875	51.2152644177221	77.547770627126	-
525	511.98046875	452.4765625	160.322742462158	53.0848396725813	77.6080379472312	-
526	512.140625	452.31640625	160.446411132812	53.1014455186492	77.6679027096325	83.0
527	512.1953125	452.26171875	160.601348876953	53.1071158075504	77.7429040110203	-
528	494.07421875	470.3828125	160.734668731689	51.2282250780677	77.8074406587011	-
529	512.3203125	452.13671875	160.878025054932	53.120076467896	77.8768356977535	-
530	512.09375	452.36328125	161.019248962402	53.0965852710196	77.9451984902166	-
531	493.890625	470.56640625	161.200672149658	51.2091891081851	78.0330207004958	82.0
532	493.68359375	470.7734375	161.34691619873	51.1877230144876	78.1038136119422	-
533	512.7578125	451.69921875	161.468097686768	53.1654387791058	78.1624743944217	-
534	512.3515625	452.10546875	161.591594696045	53.1233166329825	78.2222560600492	-
535	493.76953125	470.6875	161.7727394104	51.1966334684752	78.3099434688955	-
536	512.375	452.08203125	161.897720336914	53.1257467567973	78.3704434599672	83.0
537	512.109375	452.34765625	162.053688049316	53.0982053535628	78.4459433419975	-
538	493.72265625	470.734375	162.28636932373	51.1917732208456	78.5585782489172	-
539	493.71875	470.73828125	162.466442108154	51.1913682002098	78.6457467645763	-
540	493.79296875	470.6640625	162.655628204346	51.19906359229	78.7373267956239	-
541	493.90625	470.55078125	162.861270904541	51.2108091907283	78.8368730373812	82.0
542	512.390625	452.06640625	163.016860961914	53.1273668393405	78.9121901065092	-
543	512.23828125	452.21875	163.212867736816	53.1115710345442	79.0070718493669	-
544	512.48046875	451.9765625	163.416572570801	53.1366823139639	79.1056800208783	-
545	494.19921875	470.2578125	163.584121704102	51.2411857384134	79.186786165244	-
546	494.25	470.20703125	163.725910186768	51.2464510066788	79.2554222537629	82.0
547	512.34765625	452.109375	163.897666931152	53.1229116123466	79.3385651923828	-
548	512.671875	451.78515625	164.102226257324	53.1565283251182	79.437587001168	-
549	512.57421875	451.8828125	164.254390716553	53.1464028092231	79.5112458280111	-
550	512.359375	452.09765625	164.429870605469	53.1241266742541	79.5961910433238	-
551	512.4296875	452.02734375	164.646869659424	53.1314170456985	79.7012345983131	82.0
552	494.1484375	470.30859375	164.927730560303	51.235920470148	79.8371919997307	-
553	494.56640625	469.890625	165.195487976074	51.2792576781787	79.9668063474191	-
554	512.578125	451.87890625	165.333137512207	53.1468078298589	80.0334388803932	-
555	320.2578125	644.19921875	165.510852813721	33.2060218468131	80.1194662003596	-
556	319.859375	644.59765625	165.510852813721	33.1647097419614	80.1194662003596	12.0
557	319.98046875	644.4765625	165.510852813721	33.1772653816712	80.1194662003596	-
558	301.8984375	662.55859375	165.510856628418	31.3024248585465	80.1194680469546	-
559	301.46484375	662.9921875	165.510856628418	31.2574675679726	80.1194680469546	-
560	319.69921875	644.7578125	165.510856628418	33.1481038958935	80.1194680469546	-
561	319.765625	644.69140625	165.510860443115	33.1549892467021	80.1194698935495	12.0
562	319.8984375	644.55859375	165.510860443115	33.1687599483194	80.1194698935495	-
563	318.3984375	646.05859375	165.510860443115	33.0132320241716	80.1194698935495	-
564	300.234375	664.22265625	165.510864257812	31.1298860676951	80.1194717401445	-
565	318.46875	645.98828125	165.510864257812	33.0205223956161	80.1194717401445	-
566	318.609375	645.84765625	165.51086807251	33.0351031385049	80.1194735867395	20.0
567	198.3828125	766.07421875	165.510860443115	20.5693780098096	80.1194698935495	-
568	198.7578125	765.69921875	165.510864257812	20.6082599908465	80.1194717401445	-
569	198.4609375	765.99609375	165.510864257812	20.5774784225256	80.1194717401445	-
570	200.9453125	763.51171875	165.510864257812	20.8350715468953	80.1194717401445	-
571	198.55859375	765.8984375	165.51086807251	20.5876039384207	80.1194735867395	25.0
572	198.15625	766.30078125	165.51086807251	20.5458868129331	80.1194735867395	-
573	198.421875	766.03515625	165.51086807251	20.5734282161676	80.1194735867395	-
574	217.21875	747.23828125	165.510871887207	22.5223875156439	80.1194754333344	-
575	280.20703125	684.25	165.510875701904	29.0533452679414	80.1194772799294	-
576	264.80078125	699.65625	165.510879516602	27.4559438803407	80.1194791265244	76.0
577	286.8671875	677.58984375	165.510879516602	29.7439054519828	80.1194791265244	-
578	291.47265625	672.984375	165.510879516602	30.2214247815926	80.1194791265244	-
579	276.83203125	687.625	165.510883331299	28.703407438609	80.1194809731194	-
580	299.08984375	665.3671875	165.510883331299	31.0112150214053	80.1194809731194	-
581	302.79296875	661.6640625	165.510883331299	31.3951745841451	80.1194809731194	75.0
582	303.2890625	661.16796875	165.510887145996	31.4466122048918	80.1194828197143	-
